,text_x,text_predicate,text_y,hypothesis_x,hypothesis_predicate,hypothesis_y,entailment
734,animal,is not,an insect,these insects,were large as,partridges,False
735,animal,is not,an insect,the insects,do not pass from,cattle,False
736,animal,is not,an insect,the pupa,bears a resemblance to,the insect,False
737,animal,is not,an insect,the earwig,has become,a insect,False
738,animal,is not,an insect,the pupa,is applicable to,insects,False
739,animal,is not,an insect,mosquitoes,belong to the order of,insects,False
740,animal,is not,an insect,the insect,has been mistaken for,a thrips,True
741,animal,is not,an insect,the insects,continued and produced,midges,False
742,animal,is not,an insect,the insect,bears a resemblance to,the myriapods,False
743,animal,is not,an insect,this insect,is a relative of,the borer,False
744,animal,is not,an insect,caterpillars,are biting,insects,False
745,animal,is not,an insect,insects,may be defined as,breathing arthropods,False
746,animal,is not,an insect,insects,differ from,crustaceans,True
747,animal,is not,an insect,insects,act as,pollinators,False
748,animal,is not,an insect,the termites,differ from,insects,True
749,animal,lives in,africa,human beings,originated in,africa,True
750,animal,lives in,africa,homo sapiens,originated in,africa,True
751,animal,lives in,africa,modern humans,emerged in,africa,True
752,animal,lives in,africa,the hippopotamus,is confined to,africa,True
753,animal,lives in,africa,tsetse flies,are confined to,africa,True
754,animal,lives in,africa,the zebras,are confined to,africa,True
755,animal,lives in,africa,the chimpanzee,also lives in,africa,True
756,animal,lives in,africa,the baboons,are inhabitants of,africa,True
757,animal,lives in,africa,the new proconsul,withdrew from,africa,True
758,animal,lives in,africa,camels,were common in,africa,True
759,animal,lives in,africa,camels,were imported from,africa,True
760,animal,lives in,africa,storks,migrate to,africa,True
761,animal,lives in,africa,the camel,belongs to,africa,True
762,animal,lives in,africa,baboons,are in this part of,africa,True
763,animal,lives in,africa,the antelope,is rare in,africa,True
764,animal,lives in,africa,africa,is the country of,antelopes,True
765,animal,lives in,africa,the civets,are abundant in,africa,True
766,animal,lives in,africa,the commercial cattle,centre in,africa,False
767,animal,lives in,africa,these sheep,are natives of,africa,True
768,animal,lives in,africa,africa,is the land of,creepers,True
769,animal,lives in,africa,lions,live in the part of,africa,True
770,animal,lives in,africa,python,were firmly in,africa,True
771,animal,lives in,africa,the camel,is not indigenous to,africa,False
772,animal,lives in,africa,tigers,do not live in,africa,False
773,animal,lives in,africa,tsetse flies,are found in the part of,africa,True
774,animal,lives in,africa,africa,teems with,antelopes,True
775,animal,lives in,africa,cattle,were found over,africa,True
776,animal,lives in,africa,green monkeys,came from,africa,True
777,animal,lives in,africa,guinea fowls,are natives of,africa,True
778,animal,lives in,africa,the chimpanzee,is an inhabitant of,africa,True
779,animal,lives in,africa,the donkey,is native to,africa,True
780,animal,lives in,africa,the first humans,evolved in,africa,True
781,animal,lives in,africa,the neanderthals,spread throughout,africa,True
782,animal,lives in,africa,the soldiers,returned to,africa,True
783,animal,lives in,africa,the zebra,are found in the parts of,africa,True
784,animal,lives in,africa,the zebra,is found in the parts of,africa,True
785,animal,lives in,africa,this antelope,is diffused throughout,africa,True
786,animal,lives in,australia,marsupials,are found in,australia,True
787,animal,lives in,australia,black swans,were discovered in,australia,True
788,animal,lives in,australia,australia,is tenanted by,marsupials,True
789,animal,lives in,australia,the european rabbit,was introduced into,australia,True
790,animal,lives in,australia,humans,arrived in,australia,False
791,animal,lives in,australia,the kangaroo,is found in,australia,True
792,animal,lives in,australia,guinea,is nearest to,australia,False
793,animal,lives in,australia,kangaroos,are found in,australia,True
794,animal,lives in,australia,australia,has been the home of,marsupials,True
795,animal,lives in,australia,merino sheep,were introduced into,australia,True
796,animal,lives in,australia,the fossil quadrupeds,differ from those of,australia,False
797,animal,lives in,australia,the quadrupeds,differ from those of,australia,False
798,animal,lives in,australia,the fowl,seems to take to,australia,False
799,animal,lives in,australia,horses,have been imported into,australia,False
800,animal,lives in,australia,an english cricket,was playing in,australia,False
801,animal,lives in,australia,marsupials,are concentrated in,australia,True
802,animal,lives in,australia,the monotremes,are entirely confined to,australia,True
803,animal,lives in,australia,camels,were brought to,australia,True
804,animal,lives in,australia,carnivorous mammals,do not exist in,australia,False
805,animal,lives in,australia,guinea,passed to,australia,False
806,animal,lives in,australia,mammals,do not exist in,australia,False
807,animal,lives in,australia,the toad,was introduced into,australia,False
808,animal,lives in,australia,birds,originating in,australia,True
809,animal,lives in,australia,humans,first reached,australia,False
810,animal,lives in,australia,most birds,originating in,australia,True
811,animal,lives in,australia,the dingo,is the dog of,australia,True
812,animal,lives in,australia,the queen,is queen of,australia,False
813,animal,lives in,america,first reptiles,appear in,america,True
814,animal,lives in,america,america,meant,turkey,False
815,animal,lives in,america,cattle,were brought to,america,True
816,animal,lives in,america,the camel,were unknown in,america,False
817,animal,lives in,america,america,possessed,elephants,True
818,animal,lives in,america,camels,originated in,america,True
819,animal,lives in,america,america,has been inhabited by,human beings,True
820,animal,lives in,america,the buzzard,is the bird of,america,True
821,animal,lives in,america,no female,had left,america,False
822,animal,lives in,america,these birds,woke up,america,False
823,animal,lives in,america,america,is the country of,the rattlesnake,True
824,animal,lives in,america,brant,returned to,america,True
825,animal,lives in,america,molly,was born in,america,True
826,animal,lives in,america,america,is like,a old colt,False
827,animal,lives in,america,america,must not become,an dinosaur,False
828,animal,lives in,america,america,must not become,an industrial dinosaur,False
829,animal,lives in,america,ruminants,are represented in,america,True
830,animal,lives in,america,the camel,originated in,america,True
831,animal,lives in,america,the honey bee,arrived in,america,True
832,animal,lives in,america,crocodiles,are eaten in,america,False
833,animal,lives in,america,birds,could reach,america,False
834,animal,lives in,america,these birds,are found throughout,america,True
835,animal,lives in,america,america,will fall like,the strong man,False
836,animal,lives in,america,america,would drop,rotten pigs,False
837,animal,lives in,america,america,supplies,the lobster,False
838,animal,lives in,america,kitty,stick to,america,True
839,animal,lives in,america,mammals,invaded,america,True
840,animal,lives in,america,the buffalo,roamed over,america,True
841,animal,lives in,america,the dog,is indigenous in,america,True
842,animal,lives in,america,the wapiti,belong exclusively to,america,True
843,animal,lives in,america,this asiatic horse,flourished in,america,True
844,animal,lives in,america,iguanas,were found over,america,True
845,animal,lives in,america,robins,are distributed throughout,america,True
846,animal,lives in,america,robins,had been kept in,america,True
847,animal,lives in,america,the barren caribou,is found in the regions of,america,True
848,animal,lives in,america,the caribou,is found in the regions of,america,True
849,animal,lives in,america,the elk,is found in the parts of,america,True
850,animal,lives in,america,the bison,was numerous in,america,True
851,animal,lives in,america,the california condor,is the bird in,america,True
852,animal,lives in,america,the clawed prawns,are found in the regions of,america,True
853,animal,lives in,america,turkeys,are native to,america,True
854,animal,lives in,america,america,was the hope of,mankind,False
855,animal,lives in,america,america,had been under,the viceroys,False
856,animal,lives in,america,cattle,may have existed in,america,False
857,animal,lives in,america,coyotes,once lived in,america,True
858,animal,lives in,america,fitch,returned to,america,True
859,animal,lives in,america,marsupials,originated in,america,True
860,animal,lives in,america,the bereaved man,embarks for,america,False
861,animal,lives in,america,the grizzly bear,are natives of,america,True
862,animal,lives in,america,turkeys,were brought from,america,False
863,animal,lives in,america,america,is rich in,birds,True
864,animal,lives in,america,angora goats,were brought to,america,True
865,animal,lives in,america,camels,appeared in,america,True
866,animal,lives in,america,monkeys,had become extinct in,america,False
867,animal,lives in,america,the armadillo,is an inhabitant of,america,True
868,animal,lives in,america,the ferret,is native to,america,True
869,animal,lives in,america,the footed ferret,is native to,america,True
870,animal,lives in,america,the hornet,captured in,america,True
871,animal,lives in,america,america,has sold,beef,False
872,animal,lives in,america,america,never had,buffalo,False
873,animal,lives in,america,america,does not support,elephants,False
874,animal,lives in,america,america,contains a number of,mammals,True
875,animal,lives in,america,america,possesses,the ocelot,True
876,animal,lives in,america,america,looks at,turkey,False
877,animal,lives in,america,birds,can only come from,america,True
878,animal,lives in,america,cochineal insects,are indigenous to,america,True
879,animal,lives in,america,monkeys,form throughout,america,True
880,animal,lives in,america,the argentines,have played a role in,america,True
881,animal,lives in,america,the blue jay,was destroyed in,america,False
882,animal,lives in,america,the camel,does not belong to,america,False
883,animal,lives in,america,the edentates,are inhabitants of,america,True
884,animal,lives in,america,the english sparrow,had been introduced into,america,True
885,animal,lives in,america,the monkeys,are exclusively confined to,america,True
886,animal,lives in,america,the mountain sheep,is an inhabitant of,america,True
887,animal,lives in,america,the todies,are natives of,america,True
888,animal,lives in,america,these amphibians,have been found in,america,True
889,animal,lives in,america,these fowls,did not come from,america,False
890,animal,lives in,texas,armadillos,have been found in,texas,True
891,animal,lives in,texas,reeve,have come from,texas,True
892,animal,lives in,texas,some five camels,were imported into,texas,False
893,animal,lives in,texas,infected armadillos,have been found in,texas,True
894,animal,lives in,texas,this insect,is said to be found in,texas,True
895,animal,lives in,texas,this remarkable insect,is said to be found in,texas,True
896,animal,lives off,plants,herbivores,consume,plants,True
897,animal,lives off,plants,plants,balance,the marine animals,False
898,animal,lives off,plants,the plant,is poisonous to,cattle,False
899,animal,lives off,plants,the caterpillar,feeds upon,plants,True
900,animal,lives off,plants,plant,is called for,workers,False
901,animal,lives off,plants,the larva,feeds upon,plants,True
902,animal,lives off,plants,a lizard,changed into,a plant,False
903,animal,lives off,plants,white sheep,are injured by,plants,False
904,animal,lives off,plants,plants,were expanded into,giants,False
905,animal,lives off,plants,brahmins,cultivate,the plant,True
906,animal,lives off,plants,the cattle,had destroyed,this plant,False
907,animal,lives off,plants,aphids,were placed on,each plant,False
908,animal,lives off,plants,the caterpillars,live upon,plants,True
909,animal,lives off,plants,the larvae,eat the leaves of,the plant,True
910,animal,lives off,plants,the colorado beetle,fed upon,plants,True
911,animal,lives off,plants,the fertilized egg,grows into,the plant,False
912,animal,lives off,plants,caterpillars,eat the leaves of,plants,True
913,animal,lives off,plants,cattle,will not eat,the plant,False
914,animal,lives off,plants,the larva,is and feeds on,plants,True
915,animal,lives off,plants,caterpillars,like to eat,some plants,True
916,animal,lives off,plants,certain bees,perform for,plants,False
917,animal,lives off,plants,rabbits,eat the leaves of,the plant,True
918,animal,lives off,plants,soldiers,left and seized,the plant,False
919,animal,lives off,plants,the australopithecines,probably used,plants,False
920,animal,lives off,plants,the larva,is common on,plants,False
921,animal,lives off,plants,the maggots,may be kept from,the plant,False
922,animal,lives off,plants,a centered mankind,divided,plants,False
923,animal,lives off,plants,a greedy mankind,divided,plants,False
924,animal,lives off,plants,a mankind,divided,plants,False
925,animal,lives off,plants,aphids,were transferred to,plants,False
926,animal,lives off,plants,plants,may be protected from,cutworms,False
927,animal,lives off,plants,suckers,are sufficient for,a plant,False
928,animal,lives off,plants,the fertilized egg,develops into,a plant,False
929,animal,lives off,plants,the maggots,descend from,the plants,False
930,animal,lives off,plants,the plant,will kill,cattle,False
931,animal,lives off,plants,the plants,should be protected from,cattle,False
932,animal,lives off,plants,zoophytes,were set down as,plants,False
933,animal,lives off,plants,cutworms,crawl up,the plants,False
934,animal,lives off,plants,human beings,are exterminating,plants,False
935,animal,lives off,plants,plants,were infested with,larvae,False
936,animal,lives off,plants,plants,are protected against,spider mites,False
937,animal,lives off,plants,some plants,had the reputation of,serpents,False
938,animal,lives off,plants,the caterpillar,lives upon,plants,True
939,animal,lives off,plants,the larvae,are found on,plants,False
940,animal,lives off,plants,the plant,is avoided by,livestock,False
941,animal,lives off,plants,the plant,is then fed to,livestock,True
942,animal,lives off,plants,the plant,may be attacked by,the potato beetle,False
943,animal,lives off,plants,a heifer,breaks upon,the plant,False
944,animal,lives off,plants,aphids,were used per,plant,False
945,animal,lives off,plants,choice beef,is kept in,the plant,False
946,animal,lives off,plants,horses,are destroyed by,plants,False
947,animal,lives off,plants,human beings,resembled,the plants,False
948,animal,lives off,plants,plants,are found in all parts of,the world,False
949,animal,lives off,plants,the metabola,correspond to,the plants,False
950,animal,lives off,plants,the plant,entwines,some reptile,False
951,animal,lives off,plants,the plant,has and employs,workers,False
952,animal,lives off,plants,the stag,can recognize,the plant,False
953,animal,lives off,plants,this plant,is poisonous to,camels,False
954,animal,lives off,plants,this plant,has a effect on,the camels,False
955,animal,lives off,animals,a large mastiff,seemed to be upon,these animals,False
956,animal,lives off,animals,the mysterious steed,was the counterpart of,the animal,False
957,animal,lives off,animals,the queen,was surprised in,an animal,False
958,animal,lives off,animals,the soldier,seized the reins of,the animal,False
959,animal,lives off,animals,the young soldier,seized the reins of,the animal,False
960,animal,lives off,animals,human beings,are more than,animals,False
961,animal,lives off,animals,human beings,have in common with,animals,False
962,animal,lives off,animals,animals,act like,human beings,False
963,animal,lives off,animals,that mankind,is greater than,animals,False
964,animal,lives off,animals,these animals,are wiser than,mankind,False
965,animal,lives off,animals,the individual man,is included and is,animal,False
966,animal,lives off,animals,zebu,humped,animals,False
967,animal,lives off,animals,the american bison,is the largest of,the animals,False
968,animal,lives off,animals,animals,do not make,good pets,False
969,animal,lives off,animals,such an animal,is unknown as,a mastodon,False
970,animal,lives off,animals,predators,are and eat,animals,True
971,animal,lives off,animals,the animals,will honor,the jackals,False
972,animal,lives off,animals,all animals,are infested by,parasitic worms,True
973,animal,lives off,animals,a predator,is and eats,animals,True
974,animal,lives off,animals,the tapir,is the largest of,the animals,False
975,animal,lives off,animals,some animals,originated before,sea animals,False
976,animal,lives off,animals,the insects,are exhibited as,animals,False
977,animal,lives off,animals,the minutest insects,are exhibited as,animals,False
978,animal,lives off,animals,human beings,behave like,animals,False
979,animal,lives off,animals,the oyster,appears to me,an animal,False
980,animal,lives off,animals,a nymph,was changed into,an animal,False
981,animal,lives off,animals,this animal,is a kind of,crocodile,False
982,animal,lives off,animals,the animal,has the relationship to,a cockle,False
983,animal,lives off,animals,the animal,may be distinguished as,the horned elk,False
984,animal,lives off,animals,the mule deer,are all of,the animals,False
985,animal,lives off,animals,animal,rescues,captive,False
986,animal,lives off,animals,opossums,are mostly,animals,False
987,animal,lives off,animals,the gorilla,is the strongest of,the animals,False
988,animal,lives off,animals,this animal,seems to resemble,the moufflon,False
989,animal,lives off,animals,tsetse,flies on,animals,False
990,animal,lives off,animals,animals,are vulnerable to,predators,False
991,animal,lives off,animals,the animals,developed from,the lower worms,False
992,animal,lives off,animals,the civet,is said to be,a animal,False
993,animal,lives off,animals,the conscientious man,would not kill,the animal,False
994,animal,lives off,animals,the giraffe,is by no means,a animal,False
995,animal,lives off,animals,the wapiti,had ceased to be,a animal,False
996,animal,lives off,animals,a superior man,can not eat,the animals,False
997,animal,lives off,animals,annelids,are segmented,animals,False
998,animal,lives off,animals,lucy,looked upon me as,a animal,False
999,animal,lives off,animals,the animal,belongs to the family of,felines,False
1000,animal,lives off,animals,the animals,did not mind,the cricket,False
1001,animal,lives off,animals,the blue whale,is the largest of,all animals,False
1002,animal,lives off,animals,the embryos,must enter,some other animal,False
1003,animal,lives off,animals,the flesh fly,lays on,animals,False
1004,animal,lives off,animals,the sea urchin,is the first of,animals,False
1005,animal,lives off,animals,the soldiers,immediately fell upon,these animals,False
1006,animal,lives off,animals,the animals,played before,the gigantic frog,False
1007,animal,lives off,animals,insects,are inferior to,animals,False
1008,animal,lives off,animals,piglet,turn out to be,animals,False
1009,animal,lives off,animals,that animal,differs greatly from,the cicada,False
1010,animal,lives off,animals,the animal,might be termed,a spotted tiger,False
1011,animal,lives off,animals,the animal,shall become,artiodactyl,False
1012,animal,lives off,animals,the animals,consisted of,fine oxen,False
1013,animal,lives off,animals,the crayfish,is unquestionably,an animal,False
1014,animal,lives off,animals,the only animal,was a sort of,opossum,False
1015,animal,lives off,animals,a rattlesnake,is unquestionably,a animal,False
1016,animal,lives off,animals,animals,may acquire as,the american bison,False
1017,animal,lives off,animals,the animals,appeared and found,baboon,False
1018,animal,lives off,animals,the animals,are commonly known as,centipedes,False
1019,animal,lives off,animals,the bullock,was acknowledged to be,the animal,False
1020,animal,lives off,animals,the embryo,is not in reality,the animal,False
1021,animal,lives off,animals,the insect,may be mistaken for,animals,False
1022,animal,lives off,animals,the larva,is applicable to,the animal,False
1023,animal,lives off,animals,the puma,is destructive to,the animals,False
1024,animal,lives off,animals,these animals,secure,the insects,False
1025,animal,lives off,animals,animals,were large as,collies,False
1026,animal,lives off,animals,arthropods,are segmented,animals,False
1027,animal,lives off,animals,dolphins,support,animals,False
1028,animal,lives off,animals,kittens,come from,animals,False
1029,animal,lives off,animals,kittens,grew up to be,animals,False
1030,animal,lives off,animals,other predators,snapped at,the animal,False
1031,animal,lives off,animals,other predators,snapped at,the same animal,False
1032,animal,lives off,animals,predators,snapped at,the animal,False
1033,animal,lives off,animals,the animal,is about the size of,a polecat,False
1034,animal,lives off,animals,the animal,turned out to be,a stallion,False
1035,animal,lives off,animals,the animal,was injured by,another dinosaur,False
1036,animal,lives off,animals,the animal,much resembles,the shorthorn,False
1037,animal,lives off,animals,the animals,lay like,many swine,False
1038,animal,lives off,animals,the animals,lay like,swine,False
1039,animal,lives off,animals,the animals,could not keep up with,the loaded camels,False
1040,animal,lives off,animals,the caterpillar,may be considered as,the animal,False
1041,animal,lives off,animals,the crinoids,are examples of,animals,False
1042,animal,lives off,animals,the crocodile,is in fact,a animal,False
1043,animal,lives off,animals,the donkey,is supposed to be,the animal,False
1044,animal,lives off,animals,the earthworm,may serve as an example of,an animal,False
1045,animal,lives off,animals,the greatest dragon,answered is,some animal,False
1046,animal,lives off,animals,the mosquito,is actually,the animal,False
1047,animal,lives off,animals,the siberian tigers,are descendants of,animals,False
1048,animal,lives off,animals,the tamandua,leaves and is,a animal,False
1049,animal,lives off,animals,these animals,belong to a class of,mollusks,False
1050,animal,lives off,animals,this animal,is considered to be of,the poultry,False
1051,animal,lives off,animals,animals,are descended from,the ascidians,False
1052,animal,lives off,animals,leeches,are segmented,animals,False
1053,animal,lives off,animals,the animal,would go with,the puppies,False
1054,animal,lives off,animals,the animal,has some resemblance to,the viper,False
1055,animal,lives off,animals,the domestic fowl,is assisted by,animals,False
1056,animal,lives off,animals,the fowl,is assisted by,animals,False
1057,animal,lives off,animals,the pheasants,seemed to belong to,the animals,False
1058,animal,lives off,animals,the plant louse,is a example of,an animal,False
1059,animal,lives off,animals,the plesiosaurs,were a type of,animal,False
1060,animal,lives off,animals,the rotifers,constitute a group of,animals,False
1061,animal,lives off,animals,all animals,have been classed as,invertebrates,False
1062,animal,lives off,animals,animal,had been carrying,a soldier,False
1063,animal,lives off,animals,echinoderms,are exclusively,animals,False
1064,animal,lives off,animals,infected fleas,communicate to,animals,False
1065,animal,lives off,animals,leeches,are fed by,animals,True
1066,animal,lives off,animals,the adult chimpanzee,must be treated as,a animal,False
1067,animal,lives off,animals,the animal,is identical with,the serpent,False
1068,animal,lives off,animals,the animals,had gone except,jackals,False
1069,animal,lives off,animals,the animals,had gone except,little jackals,False
1070,animal,lives off,animals,the caribou,is probably,the animal,False
1071,animal,lives off,animals,the chimpanzee,must be treated as,a animal,False
1072,animal,lives off,animals,the donkey,is conspicuous among,the animals,False
1073,animal,lives off,animals,the gorilla,must look as,a animal,False
1074,animal,lives off,animals,the larva,does not look like,the animal,False
1075,animal,lives off,animals,the little cow,has been found to be,the animal,False
1076,animal,lives off,animals,the metazoa,can be considered as,animals,False
1077,animal,lives off,animals,the swine,were originally,animals,False
1078,animal,lives off,animals,these animals,are followed by,the woolly mammoth,False
1079,animal,lives off,animals,these dinosaurs,were probably,the animals,False
1080,animal,lives off,animals,animals,act like,normal chicks,False
1081,animal,lives off,animals,carnivores,consume,animals,True
1082,animal,lives off,animals,that animal,has carried off,a frozen pigeon,False
1083,animal,lives off,animals,the animal,has been regarded as,a marsupial mammal,False
1084,animal,lives off,animals,the animal,is a dog of,a mongoose,False
1085,animal,lives off,animals,the animal,commonly called,earwig,False
1086,animal,lives off,animals,the animal,is to be placed with,the lampreys,False
1087,animal,lives off,animals,the animals,consisted of,six oxen,False
1088,animal,lives off,animals,the cockroach,grows and is,a animal,False
1089,animal,lives off,animals,the full ray,falls on,the animal,False
1090,animal,lives off,animals,the gorilla,is evidently,the animal,False
1091,animal,lives off,animals,the great cockroach,grows and is,a animal,False
1092,animal,lives off,animals,the jackal,is usually,the animal,False
1093,animal,lives off,animals,the molluscs,give the impression of,animals,False
1094,animal,represents,california,cattle,were imported from,california,False
1095,animal,represents,england,the queen,had returned to,england,False
1096,animal,represents,england,golden eagles,threatened,england,False
1097,animal,represents,england,dolphins,threatened,england,False
1098,animal,represents,england,ravens,threatened,england,False
1099,animal,represents,england,crane,has arrived in,england,False
1100,animal,represents,england,the first rails,were imported from,england,False
1101,animal,represents,england,england,is allied with,turkey,False
1102,animal,represents,england,cattle,were brought from,england,False
1103,animal,represents,england,turkey,handed over to,england,False
1104,animal,represents,england,a french queen,never brought to,england,False
1105,animal,represents,england,a queen,never brought to,england,False
1106,animal,represents,england,queen,fled to,england,False
1107,animal,represents,england,palfrey,has written a history of,england,False
1108,animal,represents,england,a llama,is mighty in,england,False
1109,animal,represents,england,a llama,is still in,england,False
1110,animal,represents,england,cattle,were excluded from,england,False
1111,animal,represents,england,england,first published by,penguin,False
1112,animal,represents,england,england,would fight for,turkey,False
1113,animal,represents,england,the queen,had friends in,england,False
1114,animal,represents,england,newfoundland,were ceded to,england,False
1115,animal,represents,england,the jennet,came with me to,england,False
1116,animal,represents,england,the hind,had arrived in,england,False
1117,animal,represents,england,the soldiers,never returned from,england,False
1118,animal,represents,england,some pike,were turned in,england,False
1119,animal,represents,england,the hawks,are esteemed in,england,True
1120,animal,represents,england,the soldiers,were to be sent to,england,False
1121,animal,represents,england,england,undertook to defend,turkey,False
1122,animal,represents,england,monarchs,throughout,the england,False
1123,animal,represents,england,moray,fled to,england,False
1124,animal,represents,england,newfoundland,were to be given to,england,False
1125,animal,represents,england,soldiers,could be spared for,england,False
1126,animal,represents,england,the woodcocks,do not leave,england,False
1127,animal,represents,england,the shad,migrates to,england,False
1128,animal,represents,england,wolves,became extinct in,england,False
1129,animal,represents,england,england,formed an alliance with,the monarch,False
1130,animal,represents,england,jack,went off to,england,False
1131,animal,represents,england,the hind,reached,england,False
1132,animal,represents,england,cricket,has been popular in,england,False
1133,animal,represents,england,newfoundland,to be delivered to,england,False
1134,animal,represents,england,palfrey,has given a history of,england,False
1135,animal,represents,england,slater,was born in,england,False
1136,animal,represents,england,the seahorse,shall waft to,england,False
1137,animal,represents,england,merinos,can not be maintained in,england,False
1138,animal,represents,england,no australian horse,has been imported into,england,False
1139,animal,represents,england,the edible snail,occurs in parts of,england,False
1140,animal,represents,england,the imported moth,is occupying,england,False
1141,animal,represents,england,the steamer,carried to,england,False
1142,animal,represents,england,these weevils,attack in,england,False
1143,animal,represents,england,whiting,was born in,england,False
1144,animal,represents,england,a painter,might come from,england,False
1145,animal,represents,england,a toad,is common in,england,True
1146,animal,represents,england,brant,sailed for,england,False
1147,animal,represents,england,females,were sent over from,england,False
1148,animal,represents,england,hounds,must be procured from,england,False
1149,animal,represents,england,swift,took and went to,england,False
1150,animal,represents,england,the canadian goose,is domesticated in,england,False
1151,animal,represents,england,the green turtle,are shipped to,england,False
1152,animal,represents,england,the insect,ranges from,england,False
1153,animal,represents,england,the weevil,attacked in,england,False
1154,animal,represents,england,the welsh,have lived in,england,False
1155,animal,represents,england,brant,was himself in,england,False
1156,animal,represents,england,england,affords plenty of,beef,False
1157,animal,represents,england,peregrine merlin,was favoured in,england,False
1158,animal,represents,england,skylarks,have been sent from,england,False
1159,animal,represents,england,the bream,seems to have been in,england,False
1160,animal,represents,england,the first sheep,were brought from,england,False
1161,animal,represents,england,the fowls,were taken to,england,False
1162,animal,represents,england,the hounds,were sent back to,england,False
1163,animal,represents,england,the raven,was lost to,england,False
1164,animal,represents,england,the willet,is not known in,england,False
1165,animal,represents,england,these fowls,were not known in,england,False
1166,animal,represents,england,coreid,is often found in,england,True
1167,animal,represents,england,england,sent to protect,the monarch,False
1168,animal,represents,england,england,was the place for,workers,False
1169,animal,represents,england,england,deserted by,young males,False
1170,animal,represents,england,falcon,had come to,england,False
1171,animal,represents,england,fitch,had done for,england,False
1172,animal,represents,england,hedgehogs,have been found in,england,False
1173,animal,represents,england,infected hedgehogs,have been found in,england,False
1174,animal,represents,england,the beagle,sailed and returned to,england,False
1175,animal,represents,england,the divers,went back to,england,False
1176,animal,represents,england,the sand grouse,were visiting,england,False
1177,animal,represents,england,the steamer,reached,england,False
1178,animal,represents,england,the viceroy,is away in,england,False
1179,animal,represents,england,this particular owl,frequents,england,False
1180,animal,represents,the united states,the united states,were run with,dinosaurs,False
1181,animal,represents,the united states,dinosaurs,were found in,the united states,False
1182,animal,represents,the united states,the united states,should keep,soldiers,False
1183,animal,represents,the united states,the united states,never lost,a soldier,False
1184,animal,represents,the united states,cattle,were vaccinated in,the united states,False
1185,animal,represents,the united states,this insect,is found throughout,the united states,False
1186,animal,represents,the united states,soldiers,returned to,the united states,False
1187,animal,represents,the united states,spiders,are found throughout,the united states,False
1188,animal,represents,the united states,this insect,is distributed throughout,the united states,False
1189,animal,represents,the united states,divers,constituted in,the united states,False
1190,animal,represents,the united states,the united states,are employing,soldiers,False
1191,animal,represents,the united states,the insect,is distributed throughout,the united states,False
1192,animal,represents,the united states,this insect,occurs throughout,the united states,False
1193,animal,represents,the united states,cattle,are raised in,the united states,False
1194,animal,represents,the united states,the united states,is and are in,workers,False
1195,animal,represents,the united states,cattle,were imported into,the united states,False
1196,animal,represents,the united states,the united states,shall deprive,any human being,False
1197,animal,represents,the united states,cattle,were brought to,the united states,False
1198,animal,represents,the united states,the united states,contributed,soldiers,False
1199,animal,represents,the united states,no seeing man,can travel through,the united states,False
1200,animal,represents,the united states,slater,emigrated to,the united states,False
1201,animal,represents,the united states,black spiders,are found throughout,the united states,False
1202,animal,represents,the united states,human beings,are killed in,the united states,False
1203,animal,represents,the united states,the famous robin,had been sent to,the united states,False
1204,animal,represents,the united states,the robin,had been sent to,the united states,False
1205,animal,represents,the united states,the wasp,sailed from,the united states,False
1206,animal,represents,the united states,french soldiers,would fight against,the united states,False
1207,animal,represents,the united states,shorthorns,were brought to,the united states,False
1208,animal,represents,the united states,the geese,do not come from,the united states,False
1209,animal,represents,the united states,the italian bee,has been introduced into,the united states,False
1210,animal,represents,the united states,pigs,ranged over,the united states,False
1211,animal,represents,the united states,the cattle,were brought to,the united states,False
1212,animal,represents,the united states,the steamer,was sent off to,the united states,False
1213,animal,represents,the united states,the united states,did not have,a dog,False
1214,animal,represents,the united states,these fowls,have not been in,the united states,False
1215,animal,represents,the united states,emmet,escaped to,the united states,False
1216,animal,represents,the united states,sheep,are raised in,the united states,False
1217,animal,represents,the united states,the bison,disappeared from,the united states,False
1218,animal,represents,the united states,the boll weevil,entered,the united states,False
1219,animal,represents,the united states,the oxen,are imported from,the united states,False
1220,animal,represents,the united states,the rail,is hunted in,the united states,False
1221,animal,represents,the united states,the united states,chose,the bald eagle,True
1222,animal,represents,the united states,beeves,are sent from,the united states,False
1223,animal,represents,the united states,brown rats,live throughout,the united states,False
1224,animal,represents,the united states,dogs,are used in,the united states,False
1225,animal,represents,the united states,grasshoppers,caused in,the united states,False
1226,animal,represents,the united states,shorthorns,were imported into,the united states,False
1227,animal,represents,the united states,some oysters,are raised in,the united states,False
1228,animal,represents,the united states,the beetle,is distributed throughout,the united states,False
1229,animal,represents,the united states,the mallards,come into,the united states,False
1230,animal,represents,the united states,the united states,exported pounds of,beef,False
1231,animal,represents,the united states,the united states,had been dropping,infected insects,False
1232,animal,represents,the united states,the united states,had miles of,rail,False
1233,animal,represents,the united states,the united states,made purchases of,toys,False
1234,animal,was studied by,charles darwin,charles darwin,visited by,beagle,False
1235,animal,was studied by,charles darwin,charles darwin,sailed in,the beagle,False
1236,animal,was studied by,charles darwin,charles darwin,sailed on,the beagle,False
1237,animal,was studied by,charles darwin,charles darwin,stood on the deck of,the beagle,False
1238,animal,was studied by,goodall,goodall,began studying,chimpanzees,True
1239,art movement,was started by,picasso,picasso,did it with,cubism,False
