,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
1049,a taxi stop in front of me,a taxi be stopped in front of me,True,a taxi,stop in,front of me,a taxi,be stopped in,front of me
1050,the moon consist of green cheese,the moon be made of green cheese,True,the moon,consist of,green cheese,the moon,be made of,green cheese
1051,his brother be dogged by injury,his brother become mired in injury,True,his brother,be dogged by,injury,his brother,become mired in,injury
1052,The band look to expand its ranks,The band plan to expand its ranks,True,The band,look to expand,its ranks,The band,plan to expand,its ranks
1053,students be proficient in Spanish,students converse in Spanish,True,students,be proficient in,Spanish,students,converse in,Spanish
1054,my heart skip a beat,my heart omit a beat,True,my heart,skip,a beat,my heart,omit,a beat
1055,our priorities matter to our community,our priorities affect our community,True,our priorities,matter to,our community,our priorities,affect,our community
1056,my brother be a huge fan of Batman,my brother be big fan of Batman,True,my brother,be a huge fan of,Batman,my brother,be big fan of,Batman
1058,men and women be bored by their jobs,men and women be bored with their jobs,True,men and women,be bored by,their jobs,men and women,be bored with,their jobs
1059,keyboard player be interested in make music,keyboard player be eager to make music,True,keyboard player,be interested in make,music,keyboard player,be eager to make,music
1061,This user be a member of any groups,This user become a member of any groups,True,This user,be a member of,any groups,This user,become a member of,any groups
1062,His life have a great influence on others,His life play a major role in others,True,His life,have a great influence on,others,His life,play a major role in,others
1063,the circumstances determine their condition,the circumstances shape their condition,True,the circumstances,determine,their condition,the circumstances,shape,their condition
1064,Northern abalone be listed as a threatened species,Northern abalone remain a threatened species,True,Northern abalone,be listed as,a threatened species,Northern abalone,remain,a threatened species
1065,ACE inhibitors have an effect on blood pressure,ACE inhibitors have an impact on blood pressure,True,ACE inhibitors,have an effect on,blood pressure,ACE inhibitors,have an impact on,blood pressure
1066,Bantu-speaking people move into the area,Bantu-speaking people enter the area,True,Bantu-speaking people,move into,the area,Bantu-speaking people,enter,the area
1067,the software have support for laptop,the software be supported on laptop,True,the software,have support for,laptop,the software,be supported on,laptop
1068,Husbands and wives need to be honest with each other,Husbands and wives be open with each other,True,Husbands and wives,need to be honest with,each other,Husbands and wives,be open with,each other
1069,The video be available on YouTube,The video be offered on YouTube,True,The video,be available on,YouTube,The video,be offered on,YouTube
1070,Captain Cook sail to Australia,Captain Cook depart for Australia,True,Captain Cook,sail to,Australia,Captain Cook,depart for,Australia
1071,Confucius be reputed to be the first,Confucius be considered to be the first,True,Confucius,be reputed to be,the first,Confucius,be considered to be,the first
1072,Most students sit next to students,Most students sit down next to students,True,Most students,sit next to,students,Most students,sit down next to,students
1073,This feature fool a user,This feature mislead a user,True,This feature,fool,a user,This feature,mislead,a user
1074,the groups denounce this situation,the groups oppose this situation,True,the groups,denounce,this situation,the groups,oppose,this situation
1075,Bateson take an interest in Bandler and Grinder,Bateson have an interest in Bandler and Grinder,True,Bateson,take an interest in,Bandler and Grinder,Bateson,have an interest in,Bandler and Grinder
1076,Better stop off at the library,Better swing by the library,True,Better,stop off at,the library,Better,swing by,the library
1077,content be all over the internet,content be posted on the internet,True,content,be all over,the internet,content,be posted on,the internet
1078,Team members throw in any order,Team members toss in any order,True,Team members,throw in,any order,Team members,toss in,any order
1080,Michael Skakel have a crush on Martha Moxley,Michael Skakel adore Martha Moxley,True,Michael Skakel,have a crush on,Martha Moxley,Michael Skakel,adore,Martha Moxley
1081,Theophylline work as a bronchodilator,Theophylline function as a bronchodilator,True,Theophylline,work as,a bronchodilator,Theophylline,function as,a bronchodilator
1082,the government want to get in on the action,the government want to join in the action,True,the government,want to get in on,the action,the government,want to join in,the action
1083,Some users click on the links,Some users want to click on the links,True,Some users,click on,the links,Some users,want to click on,the links
1085,These dates be put on the web site,These dates be on the web site,True,These dates,be put on,the web site,These dates,be on,the web site
1086,the shoe be available through the website,the shoe be purchased at the website,True,the shoe,be available through,the website,the shoe,be purchased at,the website
1087,The owner try to locate the dog,The owner hope to find the dog,True,The owner,try to locate,the dog,The owner,hope to find,the dog
1088,Anybody create an account on eBay,Anybody sign up with eBay,True,Anybody,create an account on,eBay,Anybody,sign up with,eBay
1089,systems be designed in this manner,systems be arranged in this manner,True,systems,be designed in,this manner,systems,be arranged in,this manner
1090,Branding be important in a business,Branding be necessary for a business,True,Branding,be important in,a business,Branding,be necessary for,a business
1091,somebody come ask for his assistance,somebody come to seek his assistance,True,somebody,come ask for,his assistance,somebody,come to seek,his assistance
1092,London be a city of danger,London have its share of danger,True,London,be a city of,danger,London,have its share of,danger
1093,things go from bad to worse,things change from bad to worse,True,things,go from,bad to worse,things,change from,bad to worse
1094,the ball be placed for a kick-off,the ball be ready for a kick-off,True,the ball,be placed for,a kick-off,the ball,be ready for,a kick-off
1095,One night deposit be required to confirm your reservation,One night deposit be required with your reservation,True,One night deposit,be required to confirm,your reservation,One night deposit,be required with,your reservation
1096,each of us be given a special gift,each of us be offered a special gift,True,each of us,be given,a special gift,each of us,be offered,a special gift
1097,sidewalks be the responsibility of the community,sidewalks be the obligation of the community,True,sidewalks,be the responsibility of,the community,sidewalks,be the obligation of,the community
1099,Most travellers need to obtain a visa,Most travellers need to acquire a visa,True,Most travellers,need to obtain,a visa,Most travellers,need to acquire,a visa
1100,some women try to change things,some women try change things,True,some women,try to change,things,some women,try change,things
1101,a program be developed to help municipal officials,a program be designed to enable municipal officials,True,a program,be developed to help,municipal officials,a program,be designed to enable,municipal officials
1102,Parents have a great influence on the career development of their children,Parents have a major impact on the career development of their children,True,Parents,have a great influence on,the career development of their children,Parents,have a major impact on,the career development of their children
1103,Members be advised to review the rules,Members consult the rules,True,Members,be advised to review,the rules,Members,consult,the rules
1104,Guests arrange a birthday party,Guests organize a birthday party,True,Guests,arrange,a birthday party,Guests,organize,a birthday party
1105,The party go by canoe,The party go in canoe,True,The party,go by,canoe,The party,go in,canoe
1106,The logo fit in with the designs,The logo complement the designs,True,The logo,fit in with,the designs,The logo,complement,the designs
1107,stress play a role in depression,stress influence depression,True,stress,play a role in,depression,stress,influence,depression
1108,The Vikings end up lose this game,The Vikings start to lose this game,True,The Vikings,end up lose,this game,The Vikings,start to lose,this game
1109,harmful greenhouse gas emissions blame for global warming,harmful greenhouse gas emissions be the root cause of global warming,True,harmful greenhouse gas emissions,blame for,global warming,harmful greenhouse gas emissions,be the root cause of,global warming
1110,Brazil defeat poverty,Brazil conquer poverty,True,Brazil,defeat,poverty,Brazil,conquer,poverty
1111,The gallery be located in the center,The gallery be located to the center,True,The gallery,be located in,the center,The gallery,be located to,the center
1112,the Allies gain the upper hand,the Allies obtain the upper hand,True,the Allies,gain,the upper hand,the Allies,obtain,the upper hand
1113,formats be used by other systems,formats be available to other systems,True,formats,be used by,other systems,formats,be available to,other systems
1114,The College be renowned for its award,The College be regarded for its award,True,The College,be renowned for,its award,The College,be regarded for,its award
1115,things go on in our lives,things be done in our lives,True,things,go on in,our lives,things,be done in,our lives
1116,Your order be packaged for your privacy and protection,Your order be readied for your privacy and protection,True,Your order,be packaged for,your privacy and protection,Your order,be readied for,your privacy and protection
1117,Charlie play around with Dad,Charlie start play with Dad,True,Charlie,play around with,Dad,Charlie,start play with,Dad
1118,Social groups be common in primates,Social groups be found in primates,True,Social groups,be common in,primates,Social groups,be found in,primates
1119,the rooms have a lot of light,the rooms have lot of light,True,the rooms,have a lot of,light,the rooms,have lot of,light
1120,these elements ensure your success,these elements mean your success,True,these elements,ensure,your success,these elements,mean,your success
1121,coffee be due for dinner,coffee be expected for dinner,True,coffee,be due for,dinner,coffee,be expected for,dinner
1122,The site have all type of gifts,The site have a huge variety of gifts,True,The site,have all type of,gifts,The site,have a huge variety of,gifts
1123,The movie be made for kids,The movie be designed for kids,True,The movie,be made for,kids,The movie,be designed for,kids
1124,members disagree with leadership,members be against leadership,True,members,disagree with,leadership,members,be against,leadership
1125,others share a love of literature,others share a common interest in literature,True,others,share a love of,literature,others,share a common interest in,literature
1126,Many musicians donate to the Music,Many musicians sponsor the Music,True,Many musicians,donate to,the Music,Many musicians,sponsor,the Music
1127,the police arrive at the spot,the police proceed to the spot,True,the police,arrive at,the spot,the police,proceed to,the spot
1128,clients want to update their wardrobe,clients look to add to their wardrobe,True,clients,want to update,their wardrobe,clients,look to add to,their wardrobe
1129,Democrats be sure of the answer,Democrats be certain of the answer,True,Democrats,be sure of,the answer,Democrats,be certain of,the answer
1130,computers be composed of modules,computers be a group of modules,True,computers,be composed of,modules,computers,be a group of,modules
1131,the algae provide food for the coral,the algae provide food to the coral,True,the algae,provide food for,the coral,the algae,provide food to,the coral
1132,Northern abalone be listed as a threatened species,Northern abalone be reported as a threatened species,True,Northern abalone,be listed as,a threatened species,Northern abalone,be reported as,a threatened species
1133,Apple solve that issue,Apple solve all of that issue,True,Apple,solve,that issue,Apple,solve all of,that issue
1135,Abu-Jamal go on trial,Abu-Jamal get to go on trial,True,Abu-Jamal,go on,trial,Abu-Jamal,get to go on,trial
1136,the cable have nothing to do with the operating system,the cable be unrelated to the operating system,True,the cable,have nothing to do with,the operating system,the cable,be unrelated to,the operating system
1137,Two helicopters arrive at the scene,Two helicopters fly into the scene,True,Two helicopters,arrive at,the scene,Two helicopters,fly into,the scene
1138,Jeremiah Grossman post an article on his blog,Jeremiah Grossman have an article on his blog,True,Jeremiah Grossman,post an article on,his blog,Jeremiah Grossman,have an article on,his blog
1139,the administrator configure the site,the administrator set up the site,True,the administrator,configure,the site,the administrator,set up,the site
1140,Nothing great be achieved without enthusiasm,Nothing great come without enthusiasm,True,Nothing great,be achieved without,enthusiasm,Nothing great,come without,enthusiasm
1141,These technologies be a gift to humanity,These technologies be a blessing to humanity,True,These technologies,be a gift to,humanity,These technologies,be a blessing to,humanity
1142,Historians be unsure of the reason,Historians be unsure as to the reason,True,Historians,be unsure of,the reason,Historians,be unsure as to,the reason
1143,the grant be converted to a Federal Direct Unsubsidized Loan,the grant convert into a Federal Direct Unsubsidized Loan,True,the grant,be converted to,a Federal Direct Unsubsidized Loan,the grant,convert into,a Federal Direct Unsubsidized Loan
1144,Some children work as guides,Some children start out as guides,True,Some children,work as,guides,Some children,start out as,guides
1145,His name be engraved on the village War Memorial,His name appear on the village War Memorial,True,His name,be engraved on,the village War Memorial,His name,appear on,the village War Memorial
1147,Olympic gold medalist Michael Phelps admit to regrettable behavior,Olympic gold medalist Michael Phelps reveal to regrettable behavior,True,Olympic gold medalist Michael Phelps,admit to,regrettable behavior,Olympic gold medalist Michael Phelps,reveal to,regrettable behavior
1148,The family attend the Unitarian church,The family participate in the Unitarian church,True,The family,attend,the Unitarian church,The family,participate in,the Unitarian church
1149,women go through hormonal changes,women undergo hormonal changes,True,women,go through,hormonal changes,women,undergo,hormonal changes
1150,The Committee meet on February 18,The Committee be held February 18,True,The Committee,meet on,February 18,The Committee,be held,February 18
1151,The band be signed to Capitol Records,The band sign a deal with Capitol Records,True,The band,be signed to,Capitol Records,The band,sign a deal with,Capitol Records
1152,My daughter get a kick out of the whole thing,My daughter be amused by the whole thing,True,My daughter,get a kick out of,the whole thing,My daughter,be amused by,the whole thing
1153,Chiropractors use a combination of treatments,Chiropractors use treatments,True,Chiropractors,use a combination of,treatments,Chiropractors,use,treatments
1154,Internet Explorer be free of charge,Internet Explorer be provided without charge,True,Internet Explorer,be free of,charge,Internet Explorer,be provided without,charge
1155,Walker enter the game,Walker attend the game,True,Walker,enter,the game,Walker,attend,the game
1156,Forums be a great way to get knowledge,Forums be a great way to increase knowledge,True,Forums,be a great way to get,knowledge,Forums,be a great way to increase,knowledge
1157,this information help in some way,this information help out in some way,True,this information,help in,some way,this information,help out in,some way
1158,Our lives be held hostage by Our failures,Our lives be ruled by Our failures,True,Our lives,be held hostage by,Our failures,Our lives,be ruled by,Our failures
1159,the diets fit their lifestyle,the diets fit in their lifestyle,True,the diets,fit,their lifestyle,the diets,fit in,their lifestyle
1160,things improve the life of citizens,things make life better for citizens,True,things,improve the life of,citizens,things,make life better for,citizens
1161,our forefathers break with Britain,our forefathers break from Britain,True,our forefathers,break with,Britain,our forefathers,break from,Britain
1162,the pineal gland play a crucial role in the circadian rhythm,the pineal gland be critical to the circadian rhythm,True,the pineal gland,play a crucial role in,the circadian rhythm,the pineal gland,be critical to,the circadian rhythm
1163,Power be given to the Antichrist,Power be awarded to the Antichrist,True,Power,be given to,the Antichrist,Power,be awarded to,the Antichrist
1164,your kids live up to your expectation,your kids fulfil your expectation,True,your kids,live up to,your expectation,your kids,fulfil,your expectation
1165,Mladin regain the lead,Mladin resume the lead,True,Mladin,regain,the lead,Mladin,resume,the lead
1166,These clips be all included in the video,These clips be all covered in the video,True,These clips,be all included in,the video,These clips,be all covered in,the video
1167,The training be divided into two phases,The training be divided in to two phases,True,The training,be divided into,two phases,The training,be divided in to,two phases
1168,the weather be fine for the BBQ,the weather be suited for the BBQ,True,the weather,be fine for,the BBQ,the weather,be suited for,the BBQ
1169,Elijah be afraid of him,Elijah be fearful of him,True,Elijah,be afraid of,him,Elijah,be fearful of,him
1170,Mature plants reach about 5 feet,Mature plants reach a height of 5 feet,True,Mature plants,reach about,5 feet,Mature plants,reach a height of,5 feet
1171,The new facility be dedicated to research,The new facility contain information on research,True,The new facility,be dedicated to,research,The new facility,contain information on,research
1172,These icons link to social bookmarking sites,These icons be directed to social bookmarking sites,True,These icons,link to,social bookmarking sites,These icons,be directed to,social bookmarking sites
1173,the diets fit their lifestyle,the diets be appropriate for their lifestyle,True,the diets,fit,their lifestyle,the diets,be appropriate for,their lifestyle
1174,The gallery be open to visitors,The gallery be used by visitors,True,The gallery,be open to,visitors,The gallery,be used by,visitors
1175,The media go out of their way,The media go out their way,True,The media,go out of,their way,The media,go out,their way
1176,students give in to their demand,students relent to their demand,True,students,give in to,their demand,students,relent to,their demand
1177,Nintendo appeal to the younger audience,Nintendo interest the younger audience,True,Nintendo,appeal to,the younger audience,Nintendo,interest,the younger audience
1178,the United States lose about a million soldiers,the United States lose around a million soldiers,True,the United States,lose about,a million soldiers,the United States,lose around,a million soldiers
1179,frequent infections go hand-in-hand with ocular rosacea,frequent infections be a key aspect of ocular rosacea,True,frequent infections,go hand-in-hand with,ocular rosacea,frequent infections,be a key aspect of,ocular rosacea
1180,clients want to update their wardrobe,clients wish to update their wardrobe,True,clients,want to update,their wardrobe,clients,wish to update,their wardrobe
1181,This project be funded by the European Union,This project be paid for by the European Union,True,This project,be funded by,the European Union,This project,be paid for by,the European Union
1182,my family start to learn sign,my family begin to study sign,True,my family,start to learn,sign,my family,begin to study,sign
1183,the Committee split the award,the Committee decide to split the award,True,the Committee,split,the award,the Committee,decide to split,the award
1184,These list have thousand of names,These list have a wide variety of names,True,These list,have thousand of,names,These list,have a wide variety of,names
1185,The story be up on the website,The story be put up on the website,True,The story,be up on,the website,The story,be put up on,the website
1186,the seed be the best option for planting,the seed be the right decision for planting,True,the seed,be the best option for,planting,the seed,be the right decision for,planting
1187,The policy remain in force,The policy be put into force,True,The policy,remain in,force,The policy,be put into,force
1188,The video be available on YouTube,The video be viewed on YouTube,True,The video,be available on,YouTube,The video,be viewed on,YouTube
1189,Bush take some of that money,Bush get some of that money,True,Bush,take some of,that money,Bush,get some of,that money
1190,This site offer help with a variety of subjects,This site provide tip on a variety of subjects,True,This site,offer help with,a variety of subjects,This site,provide tip on,a variety of subjects
1191,The library have a selection of children 's videos,The library have a variety of children 's videos,True,The library,have a selection of,children 's videos,The library,have a variety of,children 's videos
1192,others seek medical care,others pursue medical care,True,others,seek,medical care,others,pursue,medical care
1193,The movie be made for kids,The movie be produced for kids,True,The movie,be made for,kids,The movie,be produced for,kids
1194,The entire program be a sequence of steps,The entire program be a set of steps,True,The entire program,be a sequence of,steps,The entire program,be a set of,steps
1195,this guy own the domain,this guy be the owner of the domain,True,this guy,own,the domain,this guy,be the owner of,the domain
1196,these things add to the image,these things enhance the image,True,these things,add to,the image,these things,enhance,the image
1197,The band begin perform their own music,The band start play their own music,True,The band,begin perform,their own music,The band,start play,their own music
1198,The course cover all the information,The course be designed to cover all the information,True,The course,cover,all the information,The course,be designed to cover,all the information
1199,The committee describe its recommendations,The committee describe some of its recommendations,True,The committee,describe,its recommendations,The committee,describe some of,its recommendations
1200,Dan be a consultant to cities,Dan be consultant to cities,True,Dan,be a consultant to,cities,Dan,be consultant to,cities
1201,The Library have a subscription to several online databases,The Library be a subscriber to several online databases,True,The Library,have a subscription to,several online databases,The Library,be a subscriber to,several online databases
1202,most of the men wear beards,most of the men get to wear beards,True,most of the men,wear,beards,most of the men,get to wear,beards
1203,their interests be aligned with yours,their interests match with yours,True,their interests,be aligned with,yours,their interests,match with,yours
1204,India run out of steam,India have a limited amount of steam,True,India,run out of,steam,India,have a limited amount of,steam
1205,None of them answer the case,None of them provide answer to the case,True,None of them,answer,the case,None of them,provide answer to,the case
1207,the user type their credentials,the user enter in their credentials,True,the user,type,their credentials,the user,enter in,their credentials
1208,The recommendation be based on findings,The recommendation be made based on findings,True,The recommendation,be based on,findings,The recommendation,be made based on,findings
1209,Students need to consider the different possibilities,Students need to look at the different possibilities,True,Students,need to consider,the different possibilities,Students,need to look at,the different possibilities
1210,Iraq cause problem for the middle,Iraq pose a problem for the middle,True,Iraq,cause problem for,the middle,Iraq,pose a problem for,the middle
1211,These changes be necessary to protect women,These changes be needed to protect women,True,These changes,be necessary to protect,women,These changes,be needed to protect,women
1212,Delegates arrive at the venue,Delegates head for the venue,True,Delegates,arrive at,the venue,Delegates,head for,the venue
1213,the two groups have a problem with each other,the two groups dont like each other,True,the two groups,have a problem with,each other,the two groups,dont like,each other
1214,Judges rely on the information,Judges be dependant on the information,True,Judges,rely on,the information,Judges,be dependant on,the information
1215,Customers appreciate the suggestion,Customers welcome the suggestion,True,Customers,appreciate,the suggestion,Customers,welcome,the suggestion
1216,Joseph obey the angel,Joseph submit to the angel,True,Joseph,obey,the angel,Joseph,submit to,the angel
1217,The bibliography cite 3 sources,The bibliography note in 3 sources,True,The bibliography,cite,3 sources,The bibliography,note in,3 sources
1218,The host choose the movie,The host decide on the movie,True,The host,choose,the movie,The host,decide on,the movie
1219,your post get through to the list,your post go through to the list,True,your post,get through to,the list,your post,go through to,the list
1220,open source be important to their business,open source be great for their business,True,open source,be important to,their business,open source,be great for,their business
1221,God be the source of perfect love,God be a part of perfect love,True,God,be the source of,perfect love,God,be a part of,perfect love
1222,a newspaper be optimal for advertising,a newspaper be most appropriate for advertising,True,a newspaper,be optimal for,advertising,a newspaper,be most appropriate for,advertising
1223,arrangements be made in advance,arrangements be to be made in advance,True,arrangements,be made in,advance,arrangements,be to be made in,advance
1224,Others engage in applied research,Others take part in applied research,True,Others,engage in,applied research,Others,take part in,applied research
1225,Council want to reconsider this initiative,Council need to reevaluate this initiative,True,Council,want to reconsider,this initiative,Council,need to reevaluate,this initiative
1226,Applicants possess basic computer skills,Applicants be believed to have basic computer skills,True,Applicants,possess,basic computer skills,Applicants,be believed to have,basic computer skills
1227,The story be up on the website,The story get on the website,True,The story,be up on,the website,The story,get on,the website
1228,Employers engage in monitoring,Employers be engaged in monitoring,True,Employers,engage in,monitoring,Employers,be engaged in,monitoring
1229,God be called Yahweh,God be considered Yahweh,True,God,be called,Yahweh,God,be considered,Yahweh
1230,The seller respond to the amount of money,The seller reply to the amount of money,True,The seller,respond to,the amount of money,The seller,reply to,the amount of money
1231,A few of us blogg on our experiences,A few of us have a blog on our experiences,True,A few of us,blogg on,our experiences,A few of us,have a blog on,our experiences
1232,Confucius be reputed to be the first,Confucius be noted as the first,True,Confucius,be reputed to be,the first,Confucius,be noted as,the first
1233,Saturday night turn into Sunday morning,Saturday night end in Sunday morning,True,Saturday night,turn into,Sunday morning,Saturday night,end in,Sunday morning
1234,Consumers like to purchase a pair,Consumers be interested in obtain a pair,True,Consumers,like to purchase,a pair,Consumers,be interested in obtain,a pair
1235,Richard defeat Marcus,Richard beat Marcus,True,Richard,defeat,Marcus,Richard,beat,Marcus
1236,Jackie be born in Chicago,Jackie be a native of Chicago,True,Jackie,be born in,Chicago,Jackie,be a native of,Chicago
1237,his relatives ask to see him,his relatives want to see him,True,his relatives,ask to see,him,his relatives,want to see,him
1238,capitalism create the condition for its own downfall,capitalism have the potential for its own downfall,True,capitalism,create the condition for,its own downfall,capitalism,have the potential for,its own downfall
1239,The target group consist of volunteers,The target group be a group of volunteers,True,The target group,consist of,volunteers,The target group,be a group of,volunteers
1240,Iraq invade Iran,Iraq advance into Iran,True,Iraq,invade,Iran,Iraq,advance into,Iran
1241,a settler build his cabin,a settler erect his cabin,True,a settler,build,his cabin,a settler,erect,his cabin
1242,humans be aware of medicinal plants,humans recognize medicinal plants,True,humans,be aware of,medicinal plants,humans,recognize,medicinal plants
1243,Jewish refugees flee from Nazi Germany,Jewish refugees retreat from Nazi Germany,True,Jewish refugees,flee from,Nazi Germany,Jewish refugees,retreat from,Nazi Germany
1244,a career span more than 20 years,a career last 20 years,True,a career,span more than,20 years,a career,last,20 years
1245,the search engines update their information,the search engines change their information,True,the search engines,update,their information,the search engines,change,their information
1246,Retailers be prepared for a downturn,Retailers be readied for a downturn,True,Retailers,be prepared for,a downturn,Retailers,be readied for,a downturn
1247,families and friends care for older people,families and friends provide care for older people,True,families and friends,care for,older people,families and friends,provide care for,older people
1248,the Truth come from a book,the Truth be from a book,True,the Truth,come from,a book,the Truth,be from,a book
1249,the Corporation conduct any activities,the Corporation be involved in any activities,True,the Corporation,conduct,any activities,the Corporation,be involved in,any activities
1250,my legs start to feel like lead,my legs begin to feel like lead,True,my legs,start to feel like,lead,my legs,begin to feel like,lead
1251,Updates come via email,Updates come in by email,True,Updates,come via,email,Updates,come in by,email
1252,Each bank set its own Prime Rate,Each bank control its own Prime Rate,True,Each bank,set,its own Prime Rate,Each bank,control,its own Prime Rate
1253,signs place on telephone poles,signs put on telephone poles,True,signs,place on,telephone poles,signs,put on,telephone poles
1254,the comparable properties portray the subject property,the comparable properties appear as the subject property,True,the comparable properties,portray,the subject property,the comparable properties,appear as,the subject property
1255,the programme prove to be a great success,the programme be proved to be a great success,True,the programme,prove to be,a great success,the programme,be proved to be,a great success
1256,Parents be aware of developmental milestones,Parents notice developmental milestones,True,Parents,be aware of,developmental milestones,Parents,notice,developmental milestones
1257,Both nutrients be necessary for plant growth,Both nutrients play an important role in plant growth,True,Both nutrients,be necessary for,plant growth,Both nutrients,play an important role in,plant growth
1258,Students be interested in develop significant computer skills,Students want to establish significant computer skills,True,Students,be interested in develop,significant computer skills,Students,want to establish,significant computer skills
1259,Families move in to a house,Families start live in a house,True,Families,move in to,a house,Families,start live in,a house
1260,A reader call my attention to a statement,A reader draw my attention to a statement,True,A reader,call my attention to,a statement,A reader,draw my attention to,a statement
1261,each of us be given a special gift,each of us be administered a special gift,True,each of us,be given,a special gift,each of us,be administered,a special gift
1262,the colors come from the sunlight,the colors seem to come from the sunlight,True,the colors,come from,the sunlight,the colors,seem to come from,the sunlight
1263,Grants be available to states,Grants be offered for states,True,Grants,be available to,states,Grants,be offered for,states
1264,no one be willing to have babies,no one want have babies,True,no one,be willing to have,babies,no one,want have,babies
1265,this change be reported to immigration,this change be presented to immigration,True,this change,be reported to,immigration,this change,be presented to,immigration
1266,The Messiah come from the tribe of Judah,The Messiah be raised in the tribe of Judah,True,The Messiah,come from,the tribe of Judah,The Messiah,be raised in,the tribe of Judah
1267,the worldwide one take up the slack,the worldwide one pick up the slack,True,the worldwide one,take up,the slack,the worldwide one,pick up,the slack
1268,Others engage in applied research,Others be into applied research,True,Others,engage in,applied research,Others,be into,applied research
1269,Violence continue in Gaza,Violence be ongoing in Gaza,True,Violence,continue in,Gaza,Violence,be ongoing in,Gaza
1270,Steve lay down on the floor,Steve get down on the floor,True,Steve,lay down on,the floor,Steve,get down on,the floor
1271,The recommendation be based on findings,The recommendation be determined by findings,True,The recommendation,be based on,findings,The recommendation,be determined by,findings
1272,the law take effect in March,the law become effective in March,True,the law,take effect in,March,the law,become effective in,March
1273,The logo fit in with the designs,The logo mesh with the designs,True,The logo,fit in with,the designs,The logo,mesh with,the designs
1274,The menu vary with the availability of ingredients,The menu vary on the availability of ingredients,True,The menu,vary with,the availability of ingredients,The menu,vary on,the availability of ingredients
1275,Cole launch his business,Cole introduce his business,True,Cole,launch,his business,Cole,introduce,his business
1276,Table 1 be an excerpt from that report,Table 1 be an excerpt of that report,True,Table 1,be an excerpt from,that report,Table 1,be an excerpt of,that report
1277,The background music be likely to be jazz,The background music be thought to be jazz,True,The background music,be likely to be,jazz,The background music,be thought to be,jazz
1278,a lot of people want to give their ideas,a lot of people want to show their ideas,True,a lot of people,want to give,their ideas,a lot of people,want to show,their ideas
1279,elephants prefer peanuts,elephants be a fan of peanuts,True,elephants,prefer,peanuts,elephants,be a fan of,peanuts
1280,every contestant win a prize,every contestant end up win a prize,True,every contestant,win,a prize,every contestant,end up win,a prize
1281,The women plant corn,The women grow corn,True,The women,plant,corn,The women,grow,corn
1282,A CEO want to hire the best,A CEO think about hire the best,True,A CEO,want to hire,the best,A CEO,think about hire,the best
1283,web hosting mean make web sites,web hosting be required to make web sites,True,web hosting,mean make,web sites,web hosting,be required to make,web sites
1284,the child element occur in the parent,the child element be present in the parent,True,the child element,occur in,the parent,the child element,be present in,the parent
1285,the States get one hell of a new President,the States have a heck of a new President,True,the States,get one hell of,a new President,the States,have a heck of,a new President
1286,strange things go on in America,strange things come out of America,True,strange things,go on in,America,strange things,come out of,America
1287,the temperature be a measure of the average kinetic energy,the temperature measure the average kinetic energy,True,the temperature,be a measure of,the average kinetic energy,the temperature,measure,the average kinetic energy
1288,Saturday night turn into Sunday morning,Saturday night give way to Sunday morning,True,Saturday night,turn into,Sunday morning,Saturday night,give way to,Sunday morning
1289,Our services be available to museums,Our services be accessible to museums,True,Our services,be available to,museums,Our services,be accessible to,museums
1290,This operation be performed in the United States,This operation be run in the United States,True,This operation,be performed in,the United States,This operation,be run in,the United States
1291,students be interested in learn more about information technology,students be interested in find out more about information technology,True,students,be interested in learn more about,information technology,students,be interested in find out more about,information technology
1292,These list have thousand of names,These list have ton of names,True,These list,have thousand of,names,These list,have ton of,names
1293,UCLA rise to No. 2,UCLA soar to No. 2,True,UCLA,rise to,No. 2,UCLA,soar to,No. 2
1294,Charles be the son of the founder,Charles be the child of the founder,True,Charles,be the son of,the founder,Charles,be the child of,the founder
1295,Afrikaans exist in South Africa,Afrikaans appear in South Africa,True,Afrikaans,exist in,South Africa,Afrikaans,appear in,South Africa
1296,no customers come in the store,no customers be come in the store,True,no customers,come in,the store,no customers,be come in,the store
1297,others hate Wal-Mart,others dont like Wal-Mart,True,others,hate,Wal-Mart,others,dont like,Wal-Mart
1298,A dog die of health problems,A dog pass due to health problems,True,A dog,die of,health problems,A dog,pass due to,health problems
1299,the expressions be present on their faces,the expressions appear on their faces,True,the expressions,be present on,their faces,the expressions,appear on,their faces
1300,Many people consult professionals,Many people seek the advice of professionals,True,Many people,consult,professionals,Many people,seek the advice of,professionals
1301,Our site be the place to find real estate,Our site be the site for real estate,True,Our site,be the place to find,real estate,Our site,be the site for,real estate
1302,Weight management be all about energy balance,Weight management be a matter of energy balance,True,Weight management,be all about,energy balance,Weight management,be a matter of,energy balance
1303,companies build Web sites,companies erect Web sites,True,companies,build,Web sites,companies,erect,Web sites
1304,The men spend the day in fellowship,The men spend a day in fellowship,True,The men,spend the day in,fellowship,The men,spend a day in,fellowship
1305,Fans pick their favorite drivers,Fans recognize their favorite drivers,True,Fans,pick,their favorite drivers,Fans,recognize,their favorite drivers
1306,The first part consist of problems,The first part be comprised of problems,True,The first part,consist of,problems,The first part,be comprised of,problems
1307,Israel be subjected to the Roman empire,Israel be affected by the Roman empire,True,Israel,be subjected to,the Roman empire,Israel,be affected by,the Roman empire
1308,donors give to candidates,donors provide for candidates,True,donors,give to,candidates,donors,provide for,candidates
